customer_id,related_customer_id,relationship_type,risk_weight,is_active
g!kF&B8M,g%czjrCd,guarantor,0.906,false
gmk@0%z2,5v<$V7C2,guarantor,0.933,true
gX(jV%$0,5SL8Sqe&,guarantor,0.965,true
5oL$&ye3,5%%8j7xM,guarantor,0.929,true
5<$6SyCj,g%k@jq$8,guarantor,0.861,true
g!yz&%(d,5S(Fb%jM,guarantor,0.845,true
5%y@mBJ8,Fo%m0B(b,guarantor,0.932,true
gSy$m(12,g%y@D(eK,guarantor,0.973,true
5oHz&&(M,5mcgm7j2,guarantor,0.981,true
g!c6V(Jj,5Xy*n%C2,guarantor,0.949,false
5myFm78b,gokFS&ej,guarantor,0.906,false
5X<zDqC3,gv(FDB88,guarantor,0.912,false
5S<j%7jd,MXy8D7C&,guarantor,0.859,true
gm(6SB80,5oc6m%xM,guarantor,0.964,true
5X%F0788,5S<$V71j,guarantor,0.908,true
FX%@n&$2,Nmk$j7z0,guarantor,0.825,false
5XFmm(1j,5Xc$jr8&,guarantor,0.839,true
M#LgS(1M,gS%FDy(j,guarantor,0.807,true
Xv%@m&18,5&$zb7zb,guarantor,0.807,true
M!%60(z2,5XcF0$Cd,guarantor,0.814,false
5X%$brj2,gXy$S&Jj,guarantor,0.846,true
MXy$%q$3,gX(FmB$K,guarantor,0.938,false
5!y6m)1&,iX<zV)C2,guarantor,0.814,true
5m%g%7jb,5Xk6&$18,guarantor,0.932,true
5X%@D(e&,5oc6m%xM,guarantor,0.911,true
9S<zj(xM,5Xy*SrJj,guarantor,0.94,false
gvFF&q1b,5X%jm&jK,guarantor,0.832,true
gmLF%&8M,iX<@n&x2,guarantor,0.983,true
5v<Fjq1j,gmHFjre&,guarantor,0.897,true
5<$gDrej,5&y$078M,guarantor,0.972,true
m%kjbyj8,5X%gS)e0,guarantor,0.847,false
5oc$byC&,FX$8n)Jd,guarantor,0.942,false
iX<$D&8M,X!<6%rz8,guarantor,0.882,false
5XLmD&x3,mmFzm(1K,guarantor,0.836,false
5X%gj$xj,5%%8j)x8,guarantor,0.986,false
g#kzjyjM,5X<jn)z3,guarantor,0.974,true
g<$zDB13,5%<8V)$M,guarantor,0.812,false
5X<gSB88,5%ymj)(2,guarantor,0.91,true
9!y8V$1&,5XkF%)13,guarantor,0.866,true
5X<*SB10,gX<6D%ej,guarantor,0.916,true
gSFFD$82,5%(8Dq8&,guarantor,0.933,true
5!L8jq1d,X&<FV$j&,guarantor,0.872,true
ivkj&qe3,go(*D((3,guarantor,0.903,true
5Xk@0qjK,5m(zV&1M,guarantor,0.871,true
5XF6jBe2,5!Ljn)88,guarantor,0.867,true
5X<$0(xd,g!k$&)jd,guarantor,0.944,true
gX(j0)jK,5XL6DB$0,guarantor,0.881,true
5Xy*n(1K,5%(8j$x8,guarantor,0.891,false
5<c$V(j0,FS<j%7x2,guarantor,0.929,false
g%H@mB1M,g&LFDy8K,guarantor,0.819,true
5m(8S$C3,5o(zS($0,guarantor,0.81,false
5X%m0&JM,gX%8&y10,guarantor,0.974,true
5mLg0r83,5&%zS&zM,guarantor,0.917,true
5mLzmyj0,5<$$D&12,guarantor,0.909,true
5o%6VqC0,5m<$SB88,guarantor,0.982,true
goyz0(x&,5oc$V$Jd,guarantor,0.975,true
5X%g&Bzj,gSkF0&z8,guarantor,0.916,true
Fo%m0qC3,FS<m%rj3,guarantor,0.971,false
iS<$0qJb,g<kzm&x8,guarantor,0.827,true
F<y*&rx8,F%kjDBjd,guarantor,0.863,true
NXLzVBj0,5SL8S)z0,guarantor,0.96,true
goLFb&e2,5X$Fj$18,guarantor,0.824,false
5%H$nyj3,5XLmj&1b,guarantor,0.845,true
m%FFn(xj,gX<z071M,guarantor,0.976,true
5m<6S$z2,FX<gn)x3,guarantor,0.935,true
gS%zn$$&,5vHzn&8b,guarantor,0.858,false
5XFzVr(3,5oc$byC&,guarantor,0.959,false
g%c6byCd,g!<6n$12,guarantor,0.851,true
5mF@S((0,g&Hzn7j0,guarantor,0.891,true
5o<$&)jd,5mFmjye2,guarantor,0.941,true
g!yzb$z0,g%F6b7C2,guarantor,0.833,true
j%%Fm$j8,5Xk8%$1M,guarantor,0.984,true
gX%j0710,gXyj%)CK,guarantor,0.938,false
gX(jmyJ0,5S<F%7eK,guarantor,0.832,false
gX$8bB$0,F<<FS&e&,guarantor,0.983,true
5X<$Syxb,5Xy8m%(b,guarantor,0.961,true
5XF*%&z3,5<yFmqxM,guarantor,0.879,false
5Sc$D7Jd,F%y6%rjM,guarantor,0.879,true
5&FF%qzK,m<y6S%z0,guarantor,0.89,false
m%k*Vrzj,5S%6jy8M,guarantor,0.91,true
5mFFS%$3,5o<znq82,guarantor,0.962,false
iXyjDBJK,5XF8&$j2,guarantor,0.866,true
F%<@%(CK,m#%zj7J0,guarantor,0.989,true
g!F$n7(&,9X<zDy(&,guarantor,0.838,true
5XF$DqjK,5SFzS)eK,guarantor,0.869,true
FS<*S)j3,gvFFb7xd,guarantor,0.968,true
5Skgj&1M,5m%8j(82,guarantor,0.871,true
5XymD%$2,5o<@D%Jb,guarantor,0.815,true
5m%mm$e8,5mFzb7(3,guarantor,0.897,true
Xv%jjBjd,5o%Fmq18,guarantor,0.845,true
m<FjV$j3,F%k@jrxb,guarantor,0.9,true
5%y@0%8K,g!F$&&eM,guarantor,0.884,true
Fokz%qC8,5%<8ny18,guarantor,0.938,true
5SH*SBe3,FS<z&&x0,guarantor,0.881,true
NXL@b7z&,gvLFV%JM,guarantor,0.951,true
g%k8D&JK,gm%Fm7eK,guarantor,0.955,true
5Sy6b$eK,MSkFD&eM,guarantor,0.878,false
F%<80%8&,gmczmr(d,guarantor,0.912,true
iX<$D&8M,Xv%jmyxM,guarantor,0.941,true
5X<*jrjd,5%yj&)88,guarantor,0.808,true
5%<8V$C3,5mcgS7e&,guarantor,0.858,true
MXymb$zK,M&($D78M,guarantor,0.939,true
g<yFjq$M,goLFjBJ3,guarantor,0.916,false
gok8V$eM,gX(jjqCM,guarantor,0.892,true
5SH60$eM,NXL80rzd,guarantor,0.863,false
5X%mjqJK,5#%8V$1K,guarantor,0.835,true
5<$6V%$&,9!yj%qj&,guarantor,0.982,true
5!yjjrj8,5XkFb)(8,guarantor,0.958,false
MX%$j%J0,5mL8&y$j,guarantor,0.846,false
5o<$&yxb,FS<@D(z2,guarantor,0.923,true
5S%$0B$M,5X<$VrJ0,guarantor,0.817,true
5XFzm&Cj,gXc@m7jd,guarantor,0.987,true
Xv%jSqx&,gX%mbqz3,guarantor,0.858,true
F%<8myCj,iS$FD&(d,guarantor,0.839,false
5vHzn&C0,5Xy*&BC&,guarantor,0.826,true
m%FFn(xj,5X<8m%ej,guarantor,0.924,false
5X%m%rzM,5%<$SB1j,guarantor,0.949,true
gvyFj(jK,5XF$jB83,guarantor,0.817,true
5S(zm$(j,NXL$D$e0,guarantor,0.824,true
gok8b$x8,mo<$S)jK,guarantor,0.963,true
5X%F&B$d,5m%jjy8d,guarantor,0.954,true
5%<8%q$3,5%%FDB(&,guarantor,0.83,true
m<F$VqJM,M<<FDB$2,guarantor,0.944,true
g%kgnrz0,5!(zm%(2,guarantor,0.843,true
gXkzS$zK,m%y$VBj&,guarantor,0.8,true
5SH@V(C8,5S%@0)(&,guarantor,0.938,true
g!yz0&10,5X<g0B18,guarantor,0.846,true
g%k8n$1b,gX(mD&(2,guarantor,0.955,true
m<F6%qx&,5XFF&%$j,guarantor,0.875,true
ivkjDr83,5SLg%q1d,guarantor,0.832,true
5XFmm((&,5oL$&qxM,guarantor,0.928,true
5Xygb$e2,mm%FS71&,guarantor,0.913,true
g!%6&&(K,FvHFV7Jb,guarantor,0.84,true
5Scm&7(8,5X%j0BJ3,guarantor,0.841,false
5XFm0qxK,gmLF%%j8,guarantor,0.908,false
5X(j0q1b,9XkjS$x8,guarantor,0.892,false
F%kgVrxM,5m(jn(eM,guarantor,0.873,true
iS<80qC&,5%Fm0)xj,guarantor,0.955,true
5mF@S((0,FX%mD%1&,guarantor,0.958,true
9!yznqx8,5X%@&r(b,guarantor,0.837,false
gSkFbq$j,5S<Fn$zb,guarantor,0.878,false
5!ygm)JK,m%FFn(xj,guarantor,0.858,true
5mHz&)eb,g%c6bq1M,guarantor,0.888,true
5X<FmqJ2,gS($0yjd,guarantor,0.85,true
g%cFj&8K,5XkFb)(M,guarantor,0.968,true
5%$jb7$3,5Sk*SBC&,guarantor,0.903,true
NmHmn$e&,5Xkzm7eK,guarantor,0.871,true
5m$8V%80,gX(*&712,guarantor,0.978,true
5vk$&)jb,9!yz%)Cd,guarantor,0.947,false
9%kFj(z3,g%kFbyz3,guarantor,0.876,true
gmFzVr$&,5vFzD$jb,guarantor,0.888,true
gSk8ny$2,5o<zn$$M,guarantor,0.95,true
5%y@mBC2,5X<zbqz0,guarantor,0.824,true
5X<*nq13,gv<$m7zd,guarantor,0.847,true
5oHz0yx0,g<<Fn%J2,guarantor,0.985,true
5X%j0%$b,X#%*jB8b,guarantor,0.871,true
5%HFm$13,5!LjjrzK,guarantor,0.972,false
5X<gSB88,5m(jbr$&,guarantor,0.861,true
5mFFVqjM,gvcF%788,guarantor,0.983,false
5v<@0q(3,FSyzj&jj,guarantor,0.909,true
5XF$b)z2,g%kjbq1d,guarantor,0.893,false
5XLgn)xM,5Xy*&)J8,guarantor,0.952,true
M!%60(z2,gv(Fj&12,guarantor,0.897,true
5X<$S$$d,5&c$j)(8,guarantor,0.852,true
NXL$&q(d,g!HFm&83,guarantor,0.94,true
F%<zV)10,Fokz%qC8,guarantor,0.847,true
5mHz&)eb,5m<$n)x&,guarantor,0.953,false
F%k8&&zM,5%$jSB(M,guarantor,0.806,true
MXy$%q$3,Xv%jjr(b,guarantor,0.811,true
5<$g&)Jj,5&%z%$zM,guarantor,0.865,true
5XFm0qzj,5oH@D)J8,guarantor,0.892,true
5XkzV7(d,F%kjDBzd,guarantor,0.825,true
5X$*jB(0,5v<Fjq1j,guarantor,0.873,true
j%%Fm$j8,gX<jDq82,guarantor,0.954,true
5%%$Vy(8,goFF&7e0,guarantor,0.882,false
5X%jDqjM,g%kjD)xK,guarantor,0.979,true
gXcFS7(b,5SHFD%8b,guarantor,0.943,true
gSyzj7Cd,5X%$m&xd,guarantor,0.971,true
5XymDy1d,g#$F&7ej,guarantor,0.904,true
Xv%jjBjd,5X<*&)x2,guarantor,0.961,true
5%%$D(18,FS<@jy8K,guarantor,0.83,true
g!<60BJ8,5mF8%BJ3,guarantor,0.859,true
5X<8bqj&,5SH8S)10,guarantor,0.923,true
5X<FS&CM,5Xk$mq(K,guarantor,0.961,true
5mLzjyej,9XkzV&13,guarantor,0.886,true
iXFFm%1K,5#Hzbqz3,guarantor,0.811,true
5X%6m$J2,5X%zSre2,guarantor,0.804,true
FX$8D%eM,9!HzD7x2,guarantor,0.899,false
5X%*DB8j,X<LF0$$2,guarantor,0.943,true
FvHF&B$j,gSkFb&e&,guarantor,0.833,true
5&$80Bj&,5X(6&7xb,guarantor,0.953,true
FS<g07x8,j&kFD)Jj,guarantor,0.968,true
gXHg&&e8,5!(6mr18,guarantor,0.912,true
5!y*&%C8,9SLmSy(0,guarantor,0.846,false
m%k*j7$0,gmkFm(CK,guarantor,0.973,true
5X(mj)z&,gv<jn%18,guarantor,0.946,true
gvkFV7$&,Xv%jjr(b,guarantor,0.893,true
9S<$mr18,5o$6S713,guarantor,0.887,true
m%(z0%$j,9XymV$xK,guarantor,0.835,true
5vFzbq$K,Xv%6&)e8,guarantor,0.87,true
5<yFbre&,mmc*0$z0,guarantor,0.986,true
5m%$mre&,5Xc$Vy8&,guarantor,0.814,false
g&%z0%ed,5XyzmBxd,guarantor,0.92,true
Fv(8S$zj,Xv%jmyxM,guarantor,0.856,false
iSF6&$1b,Xv%6&)e8,guarantor,0.815,false
9X$6m$J8,5!L6mqj0,guarantor,0.975,false
5X<6brx&,g!c8j%J3,guarantor,0.977,false
5X%@0y$d,FvHFD$C2,guarantor,0.929,false
gm$F0rJ2,5m(mn7eK,guarantor,0.871,true
5%y$&)z3,5Sk*D7Jd,guarantor,0.898,false
MS%Fj&Jj,5ok@m(j8,guarantor,0.882,true
5%<8&(J3,5S%*0)1b,guarantor,0.924,true
9X$6m$J8,jX<F0yJ&,guarantor,0.95,true
5!y6D(x0,5Xkz0(j0,guarantor,0.974,true
g%cFb783,5%yj&rzd,guarantor,0.89,true
FvF$D783,5XL@D7(2,guarantor,0.811,true
j%%Fm$j8,5X%j0q1K,guarantor,0.96,true
5Xk6&BjM,5X%zV%(8,guarantor,0.979,true
5Xkgb)C3,5X%jmyz2,guarantor,0.877,true
5S(jn)$2,5S(zDrxM,guarantor,0.808,true
5X%mm$$K,5Xk60%$b,guarantor,0.936,true
9S<$DBj&,MX%6b)x&,guarantor,0.838,true
5#HFS%zK,5Xc8n(8b,guarantor,0.918,true
5#Lmmyz&,5mF8byJK,guarantor,0.867,true
5!L6j713,gokFSyCK,guarantor,0.831,false
5v$gj%8d,5X<$&)12,guarantor,0.825,false
gXy$S&Jj,gv<jn%18,guarantor,0.901,true
5XyzSq$&,5XyFjrC3,guarantor,0.926,true
5!(zb$C8,5X%@&re0,guarantor,0.84,true
5XkFj(Jb,iXHF0rC&,guarantor,0.975,true
F%<@%BJ&,5X(*brC2,guarantor,0.936,true
5!y@&7e0,5SF@S%z2,guarantor,0.814,true
g&LFD(80,5XH6nrjK,guarantor,0.984,false
5XFm0B8K,5mcgm78b,guarantor,0.949,true
5mcgm7j2,5#(6D71j,guarantor,0.934,true
Xv%jm(Cj,FvcznBe0,guarantor,0.966,true
gmLF&B$b,gvkFbq$d,guarantor,0.871,true
5Sc6&7$&,gmczmr(d,guarantor,0.92,true
iSF6&(C&,5mHgD%12,guarantor,0.958,true
gSc$m)$j,5!Ljn)88,guarantor,0.962,true
m%k8S)CM,5SFjVq88,guarantor,0.956,false
gvyF0y$d,FS<@jy8K,guarantor,0.973,false
5!k$D)jK,gm($%&jb,guarantor,0.977,true
F%<@%BJ&,F%<@Syj0,guarantor,0.811,true
5Xk$&)(&,5XFgnqJM,guarantor,0.808,false
5vH60&e3,go(*D$x8,guarantor,0.873,true
m%y6m71K,gmLF&rzK,guarantor,0.897,false
5X<*D&jb,5SFzS(83,guarantor,0.826,true
5SFmn%(8,5XkFm%xd,guarantor,0.88,true
NXL$nr13,5X%@Dq13,guarantor,0.869,true
5X<zm$e3,go$6&)JM,guarantor,0.984,true
gSyzj7Cd,m#kF0&z&,guarantor,0.982,true
iSLF0$JK,goyF%yCd,guarantor,0.965,true
5v<Fjq1j,Xv%FD&ed,guarantor,0.99,true
5Sc6&qJ&,9Xk$%(xK,guarantor,0.93,true
9S<zS71K,5m%mn$1K,guarantor,0.836,false
gXygD($8,FX<$DrJj,guarantor,0.851,true
9m<j&(Cj,X%kmm%(K,guarantor,0.902,true
M&(8jB$b,9%kFj)(M,guarantor,0.896,true
5&y$0r8K,XvkFm$jj,guarantor,0.812,false
Mo%FmyJM,g&Hzn7j0,guarantor,0.878,true
gSyzD%(K,5X%$0&e0,guarantor,0.832,true
gX(Fn$8j,j#kFj7(j,guarantor,0.872,false
iX<@%&10,5#$zb)CM,guarantor,0.933,true
Fvc$j$jM,goFF0Be0,guarantor,0.906,true
m%kg&%ej,FS<zm7x2,guarantor,0.98,true
5X%mn)x8,iSLzmq$8,guarantor,0.855,true
5X<6%$e&,gv$FV)(0,guarantor,0.909,true
Fvc$j$jM,Mv%F&7$K,guarantor,0.924,false
F%yzm$(j,mm<60yx0,guarantor,0.842,true
iS<8D&(3,5X%jmyz2,guarantor,0.844,true
gS$z%%8b,5%<8SB8j,guarantor,0.981,false
F%y6b(z8,5m%*%)zj,guarantor,0.864,true
FX$Fm718,g!<$VyJ&,guarantor,0.889,true
gm($D78K,5vLF0)(M,guarantor,0.984,true
5X%@D$e&,gX(8S$zK,guarantor,0.842,true
5X<6nBJd,9X<zDy(&,guarantor,0.971,true
gSkFjr88,5X%6&q$0,guarantor,0.89,true
5X<FV)e8,5#%FbyCM,guarantor,0.943,true
g%kF%qj8,gvy6mqzM,guarantor,0.868,true
5S<jVyzd,5Xc6bq$j,guarantor,0.861,true
NXL$&q(d,Fokzm7(K,guarantor,0.875,true
5Xygjy$d,5mLFn%$M,guarantor,0.918,true
5Xy*Srx8,gS<FmyzM,guarantor,0.864,true
5X%Fmqzb,5X<m%(Jb,guarantor,0.916,false
iX<$SqJ0,5Xk$&)xM,guarantor,0.929,true
5XFFS)Cd,5X<z07J3,guarantor,0.899,true
5X<$jr$3,5vcm&$(0,guarantor,0.917,true
5X<6VBC0,5!cFV7(j,guarantor,0.905,true
g&%FnBz2,5o<FD$x3,guarantor,0.848,false
iScmmrx8,moy@n%$d,guarantor,0.924,true
5mH$S(88,9!yjb%(j,guarantor,0.924,false
Fo<$&qxK,F%yFm(18,guarantor,0.938,true
gmH6S&eM,5&yz0&8K,guarantor,0.813,false
5Sc*S7j&,5X%@Vq1d,guarantor,0.859,true
Xv%jSqj8,5X%g0$x3,guarantor,0.85,false
5SLzS$xK,5XF@&qxj,guarantor,0.894,true
g#cF0(eM,No<Fnr$0,guarantor,0.83,true
5%LFj%80,5SH8%B$2,guarantor,0.803,true
5%ymj7(0,go$Fb&$0,guarantor,0.828,false
5SL6SBxM,FX$F%Bjd,guarantor,0.941,true
No<FV)jj,gX%8S%$j,guarantor,0.984,true
FX$zm$xb,5X%@n78j,guarantor,0.881,true
gX(jj((b,g<yFjyJb,guarantor,0.843,true
9v<Fj%j3,gXygV%$b,guarantor,0.964,true
5X%@0)CK,M&(F0rJ&,guarantor,0.839,true
iX<mDqjj,5<$$D&12,guarantor,0.889,false
M&(@nqej,9S(zmB1d,guarantor,0.913,true
5mFFD(8b,No<FS$x2,guarantor,0.893,true
5!k6mr$d,X!<$Sqz2,guarantor,0.883,true
5%FFb&J3,5<$$0(x2,guarantor,0.829,false
FS<*S)j3,9X<zn)8d,guarantor,0.929,false
5mFmSBz0,m#%zj7J0,guarantor,0.841,false
5vy60)z2,5XLz%)Cd,guarantor,0.872,true
5mF*Dqx&,m#kF0&z&,guarantor,0.939,false
5%y$&qC3,iXyFS(1&,guarantor,0.82,true
g<$FS$x2,5%Fm&(jK,guarantor,0.96,true
5%$jb7$3,g&%FnrCb,guarantor,0.946,true
5%yjV(8d,gX<6nyJ&,guarantor,0.839,true
5X<@Drjb,g!<60BJ8,guarantor,0.889,true
m%(zb)C2,5XcF0$Cd,guarantor,0.984,true
5XFmm((&,g%kjS7e3,guarantor,0.936,false
5S<Fn7J3,5o<*D&12,guarantor,0.989,true
5<%z0((3,5o%Fmq18,guarantor,0.859,true
iSF6&$1b,go$FS&eK,guarantor,0.863,false
5X%607(K,5Xy$&782,guarantor,0.819,false
g&HFn7(8,5m(F%%$&,guarantor,0.845,false
5<$60)8b,5#(6D%C2,guarantor,0.912,true
5X(Fm)xb,gmkjm(J&,guarantor,0.936,true
N<%8D%$&,5!(zm788,guarantor,0.953,true
5m%@V7Cb,5!$FDqz&,guarantor,0.906,true
5!L6j713,5X<z%%13,guarantor,0.986,true
gXFzjB18,5oFjbr$K,guarantor,0.817,true
FX%@VBCK,g%kjSBJ8,guarantor,0.91,true
F%k$D)8b,5X%F0788,guarantor,0.968,true
gXkmS7C0,5X%F&B$d,guarantor,0.802,true
5%(jmB(j,F%<80%JM,guarantor,0.933,true
5X<Fb)e0,5%$jm(83,guarantor,0.866,false
9Xym%&xK,5oLzjq8b,guarantor,0.852,true
5oHzj$eK,5X<6j)jj,guarantor,0.941,true
iScmm$eK,FS<$b%J&,guarantor,0.947,true
N!$F0qe3,NXLzVBj0,guarantor,0.973,false
5Xkz0rz2,5X%6&)CK,guarantor,0.846,true
5&Fz078M,5<k$0((2,guarantor,0.839,false
gok8%710,go<zb7C3,guarantor,0.807,true
5m<zmyed,m%$jbreb,guarantor,0.909,false
5XyFD$8M,5Xkzjr88,guarantor,0.947,true
jX<F&$xj,5okmSy8d,guarantor,0.872,true
XmyFV%(K,moy@n%$d,guarantor,0.838,true
gmk@0%z2,gS%FS&88,guarantor,0.958,true
9%kFmrJb,5SH80qzj,guarantor,0.829,true
g&c*m)83,5X%@Dq13,guarantor,0.963,true
5%%mn&(3,5S%*%yJ2,guarantor,0.903,true
9!(8j780,5XFzVrj&,guarantor,0.835,true
5Xk$V%(&,5Xk$D)eK,guarantor,0.899,false
moyzj$e&,ivcgSB8d,guarantor,0.84,true
X#kFmBJb,g!<60BJ8,guarantor,0.962,true
Fo%@0&$0,gmF$D)(0,guarantor,0.916,true
g&(FDBxM,5Xym%&1j,guarantor,0.928,true
5XFm0qxK,5&%zD%JM,guarantor,0.882,false
j#%FV%xM,X!<$Sqz&,guarantor,0.925,true
go(*DBjM,5X%F0qjM,guarantor,0.933,true
gX<8Dy$8,gX(jjBz&,guarantor,0.883,false
5vH6jrzb,g&yF0qjd,guarantor,0.854,true
5SH$n7eK,5#cz&r$M,guarantor,0.931,true
iXFFn)Cb,Fo%Fm7Cj,guarantor,0.965,true
5Xk6b$eb,5%(@jyxj,guarantor,0.827,true
5o(z%Bzd,g!kzm&eK,guarantor,0.897,true
5o<$&)j3,gS<F&Bjd,guarantor,0.843,true
g&(FDBxM,5S<8m)z0,guarantor,0.978,false
gX%g%&8M,5SL6Vy(0,guarantor,0.946,true
5XFF%BC2,gX%FVr1j,guarantor,0.86,true
gvLFV&(0,5o<znqx8,guarantor,0.869,false
X<$FV)(d,5%%8jr88,guarantor,0.88,true
5m%mV&$&,MSy6n%82,guarantor,0.911,false
9ScF%rJM,iS<80%z8,guarantor,0.962,true
gS(jS(Cb,g%y$brxb,guarantor,0.822,true
5XF$DqjK,5!kzn7j2,guarantor,0.923,true
5v(FDqz8,5v%z0$13,guarantor,0.922,true
5XLgDB(0,5XLjn$xb,guarantor,0.852,false
5m(*&7CM,5%F@&rJ3,guarantor,0.878,true
5<F*Vre&,5mc6D)1b,guarantor,0.882,true
5X%mjq1&,5X%F&Be0,guarantor,0.828,true
g!yzD7jM,m<<8D7$j,guarantor,0.829,false
MXymb$zK,g!y*jB88,guarantor,0.889,true
5Xygj)x&,5SL6brj3,guarantor,0.982,true
5XkF%yC8,5mFzb7(3,guarantor,0.983,true
5mHmDBzb,5X(6&7xb,guarantor,0.814,true
5XLmD&x3,iSF60B82,guarantor,0.885,true
5X<*&y$K,5#k$&yz8,guarantor,0.903,true
5#(zm&(K,5SF@D&8M,guarantor,0.819,false
go(*DBxb,FokF%7Jb,guarantor,0.857,true
5S($Vy$K,F%$z0qxj,guarantor,0.929,true
5X%@j)z3,m%kjVyCj,guarantor,0.806,false
5%%$Vy(8,9X%j%rJ3,guarantor,0.99,true
5&c$0qCK,5Xygjy$d,guarantor,0.91,false
5o<zn(J&,j%%F0rx8,guarantor,0.818,true
5X<@n7$b,gX(m&)C3,guarantor,0.895,true
iX<zj$CK,5XkzDBCb,guarantor,0.962,true
5#%Fnr83,5%<zD%$d,guarantor,0.923,false
5S(gD&(8,g<yFjB(8,guarantor,0.899,true
9Xk$D7j0,5mF6VqJ3,guarantor,0.929,false
goL60&$3,5Xkz&&zM,guarantor,0.968,true
5Xkzj$ej,5#(6jqCj,guarantor,0.981,true
5vFz071d,g!<6n$12,guarantor,0.956,false
5Xc8n((0,go$zD7(2,guarantor,0.916,true
iSF6j7$d,ivk6mB$M,guarantor,0.854,false
5Xk*0(J2,5%Fjb%82,guarantor,0.84,true
5S<g&(x&,5m%gD&CM,guarantor,0.971,true
g#LFm%$2,5X<F%y1b,guarantor,0.906,true
gmk8m%1M,g%kjSBJ8,guarantor,0.923,false
5X<F%($j,5%<8b&$M,guarantor,0.906,false
5X<gb%zj,Xv%j%&$2,guarantor,0.82,true
g!yz0B8K,gX%FVBj&,guarantor,0.825,false
m%FFmqzK,g<yFmB(j,guarantor,0.821,true
5XF$DqjK,5ok80BCM,guarantor,0.862,true
5mFmSBz0,gvFFb7xd,guarantor,0.856,true
gv<6&(j0,5oLFbBC2,guarantor,0.903,true
iScmm7(0,iSF6j%8d,guarantor,0.831,true
5X<jD)1j,5X%@D$e&,guarantor,0.964,true
goL60&Cb,9Xk$V780,guarantor,0.858,true
iS<j%)zK,5Xyzb$$M,guarantor,0.822,false
iS<zjrC3,g<$Fb&e8,guarantor,0.867,true
5vFz&$eM,5Xy*m%$&,guarantor,0.94,true
m%(zb)C2,FX(Fn(x8,guarantor,0.806,false
5X%jmyC&,5o$8myxM,guarantor,0.82,true
Fo%mD%88,9XkzV&13,guarantor,0.901,true
MX%z%%1&,g%<*m&ej,guarantor,0.811,true
5%<z0&83,iSL@jBz&,guarantor,0.906,true
5o$6D7j3,5%LF&)z8,guarantor,0.91,true
5%$jb7$3,gv%FD%12,guarantor,0.985,false
5m<zm%xb,5Xk6%rzM,guarantor,0.969,true
5X%m0&JM,5X%Fby(0,guarantor,0.804,true
m<<gn7eM,iXFFmre3,guarantor,0.844,true
5v<@0yx3,9!yz%)eM,guarantor,0.835,true
5S%*SBJK,5SLFb&z2,guarantor,0.945,true
iS<8j&zK,9Xk$%y1&,guarantor,0.819,true
gv<6&(j0,gS$8jq1M,guarantor,0.849,true
g<$z&yJ8,iSc80y$3,guarantor,0.843,true
5#$z%&(2,5XFj%&zK,guarantor,0.858,true
g&F*j$z2,X!<$S%Cj,guarantor,0.858,true
5!F$Vq1K,5X(mj(12,guarantor,0.953,true
Fo<$0%$j,5!yjD%$K,guarantor,0.975,true
goLFb&e2,5oy6n(jK,guarantor,0.817,true
5!FmDBC8,5X%6%&C3,guarantor,0.959,true
gX%j0710,5Xk*VB(0,guarantor,0.829,false
gSkzD710,gX(FD&z8,guarantor,0.963,true
mS<jV(eM,9!yjm)C8,guarantor,0.836,false
M!<Fj7xd,M!<z&yJ0,same_employer,0.408,true
goLFDBJ&,goL60&$3,same_employer,0.453,true
5oLFbBC2,5oLzby1b,same_employer,0.583,true
5SL@VrJd,g#<6V)Cb,same_employer,0.509,true
g&HF&Bzd,5S(jjrjM,same_employer,0.401,true
5<k$n%13,5<kznB80,same_employer,0.527,true
5%F$%yj2,5%Fjm7z8,same_employer,0.432,true
5!kzn7j2,5!kzn7Jb,same_employer,0.543,true
gXkFS(8&,9S<Fj%ej,same_employer,0.437,true
g%c$0r8d,g%cFj&zK,same_employer,0.575,true
g!kF&rJ0,g!k$&%xb,same_employer,0.554,false
5!<$0%$0,NXL8my1d,same_employer,0.366,false
gXkmbqx&,gXkmbq(j,same_employer,0.315,true
5mczD$JM,FvcznyxK,same_employer,0.574,true
FXyFm%j8,5ok6V(J3,same_employer,0.38,true
FS<@jBCb,FS<@D&(j,same_employer,0.313,true
g!y$m&$2,5m(60y13,same_employer,0.592,true
5S(zVr(&,5S(zb$xK,same_employer,0.484,true
g%%*n78&,g%kF&(zb,same_employer,0.516,true
g&c*n)zj,g&c*n(ed,same_employer,0.34,true
gmcF%y8b,gmcFSBC2,same_employer,0.431,true
gm$F0%J8,gm$Fj%$2,same_employer,0.342,false
gS%zV&(b,gS%z%(CM,same_employer,0.422,false
5Xk6%q$d,5XkFVq$M,same_employer,0.311,true
5&yFbqJ3,5&yFmBz8,same_employer,0.446,true
5<FzS$zM,5<FzmB8M,same_employer,0.595,true
gv<6n)$8,5S<g%r1d,same_employer,0.596,true
F%<zV)xd,gSL8V%xd,same_employer,0.399,true
g<czmB1b,5oy8m&Cj,same_employer,0.514,false
5X%@S)8j,5X%Fm(j8,same_employer,0.469,true
j%%F0(8&,FX%znB(8,same_employer,0.305,true
5vyjmqzM,5vy6DB12,same_employer,0.418,false
5%(8&qeb,5%(8&rjj,same_employer,0.338,true
5!L6D%(b,5!L6Dqej,same_employer,0.58,true
g&L8S%(K,5m(@D(ej,same_employer,0.493,true
