customer_id,snapshot_date,age_band,gender,city,district,branch_code,branch_name,customer_tenure_months,occupation_category,income_band,customer_type,total_accounts,has_savings,has_current_account,has_deposit,has_loan,has_mobile_banking,has_internet_banking,product_holding_count,avg_savings_balance_3m,avg_deposit_balance_3m,total_deposit_balance,outstanding_loan_balance,monthly_avg_transaction_amount,monthly_transaction_count,days_since_last_transaction,active_months_last_6m,debit_transaction_count_3m,credit_transaction_count_3m,digital_login_count_3m,atm_transaction_count_3m,branch_transaction_count_3m,customer_segment,segment_description,segment_score,dormant_flag,dormant_risk_level,dormant_probability,dormant_reason_code,recommended_campaign,recommended_channel,next_best_action,credit_score,credit_risk_label,churn_probability,churn_risk_label,loan_type,digital_banking_adoption,lat,lng,segmentation_model_version,dormant_model_version,scoring_timestamp
CUST000002771,2026-06-01,>65,M,Banda Aceh,Banda Aceh,BXY163,Cabang Banda Aceh,64,Pensiunan,>50jt,SME,3,True,False,False,True,False,False,3,21101263.09,571550.93,582600.23,77117413.68,9192437.58,32,7,3,55,22,10,55,10,Payroll Customer,Nasabah payroll aktif,0.7703,False,LOW,0.1969,NORMAL_ACTIVITY,Cross-sell Deposito,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,672,FAIR,0.2399,LOW,KKB,None,5.524352,95.294965,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002772,2026-06-01,26-35,M,Solo,Solo,BXY613,Cabang Solo Slamet Riyadi,27,Petani/Nelayan,>50jt,SME,2,True,False,True,True,True,True,2,7012361.1,8225327.37,8764680.11,91545476.6,4983246.36,3,124,2,5,7,0,41,6,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.7245,False,MEDIUM,0.6888,LOW_ACTIVITY,Cross-sell Deposito,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,508,BAD,0.7123,HIGH,KPR,Passive,-7.545928,110.80007,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002773,2026-06-01,56-65,F,Palembang,Palembang,BXY691,Cabang Palembang,132,Petani/Nelayan,10-25jt,SME,6,True,False,True,True,True,True,3,33737859.73,41423279.01,41976814.87,72394569.75,4144182.9,6,5,5,11,5,9,40,4,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.5605,False,LOW,0.0591,NO_DIGITAL_LOGIN,Cross-sell Deposito,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,661,FAIR,0.0448,LOW,KPR,Passive,-3.003836,104.758145,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002774,2026-06-01,>65,F,Solo,Solo,BXY883,Cabang Solo Slamet Riyadi,232,Pelajar,>50jt,Individual,6,True,False,True,True,False,False,5,10385591.39,52831406.03,60420687.72,85100388.61,13550922.94,52,25,6,72,138,14,16,7,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7135,False,LOW,0.0554,MATURED_DEPOSIT,Cross-sell Deposito,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,708,FAIR,0.1708,LOW,KKB,None,-7.612852,110.79797,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002775,2026-06-01,18-25,F,Pekanbaru,Pekanbaru,BXY382,Cabang Pekanbaru,8,Pegawai,25-50jt,Individual,6,True,True,True,True,True,False,4,16151918.87,53840234.73,51681807.56,23610787.14,6950034.8,95,24,5,44,12,62,6,0,Digital Active,Nasabah aktif di channel digital,0.8538,False,LOW,0.0391,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,630,POOR,0.0,LOW,KKB,Active,0.477907,101.462581,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002776,2026-06-01,26-35,M,Banyuwangi,Banyuwangi,BXY986,Cabang Banyuwangi,39,Wiraswasta,<5jt,SME,4,True,True,True,True,False,False,5,8287213.47,17621410.6,17787485.79,93165400.54,7242028.22,63,0,4,103,158,2,16,9,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7947,False,LOW,0.2168,NO_DIGITAL_LOGIN,Payroll Bundle,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,503,BAD,0.2578,LOW,KKB,None,-8.223535,114.336024,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002777,2026-06-01,26-35,F,Samarinda,Samarinda,BXY153,Cabang Samarinda,144,Profesional,>50jt,SME,3,True,False,True,False,False,False,3,16105329.69,21379270.5,22645795.46,5763570.28,9694257.8,5,172,1,13,11,2,1,2,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.6267,True,HIGH,0.7961,NO_DIGITAL_LOGIN,Reaktivasi Dormant,Branch Outreach,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,390,BAD,0.6688,HIGH,None,None,-0.502022,117.150572,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002778,2026-06-01,26-35,F,Padang,Padang,BXY583,Cabang Padang,141,Petani/Nelayan,5-10jt,SME,5,True,False,True,True,False,False,2,33162684.6,9557343.77,11092890.87,93141980.33,2288964.96,6,4,5,14,2,2,42,5,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6989,False,LOW,0.1122,NORMAL_ACTIVITY,Loan Restructure Outreach,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,741,FAIR,0.0304,LOW,KKB,None,-0.9186,100.322519,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002779,2026-06-01,56-65,M,Jayapura,Jayapura,BXY652,Cabang Jayapura,35,Petani/Nelayan,<5jt,Individual,3,True,False,True,True,True,True,2,18415767.93,51363694.89,61036295.71,70664427.96,14671679.42,32,25,5,18,33,16,47,2,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8659,False,LOW,0.0504,MATURED_DEPOSIT,Upgrade Digital Banking,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,517,BAD,0.1644,LOW,KTA,Passive,-2.550589,140.656121,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002780,2026-06-01,56-65,M,Bandung,Bandung,BXY777,Cabang Bandung Dago,236,Pelajar,10-25jt,Individual,6,True,False,True,False,False,False,3,1540033.8,47380849.59,46807169.0,8318387.26,13523858.42,48,2,3,2,130,5,13,12,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7977,False,LOW,0.1104,BALANCE_DECLINE,Cross-sell Deposito,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,551,POOR,0.18,LOW,None,None,-6.930118,107.593919,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002781,2026-06-01,36-45,F,Jayapura,Jayapura,BXY422,Cabang Jayapura,198,Pensiunan,5-10jt,Individual,1,True,False,True,True,True,True,1,19869277.5,32775845.82,34793386.5,79031654.8,11846868.98,150,19,6,4,182,63,31,11,Digital Active,Nasabah aktif di channel digital,0.6604,False,LOW,0.0507,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,566,POOR,0.0,LOW,KKB,Active,-2.553081,140.636588,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002782,2026-06-01,>65,M,Pontianak,Pontianak,BXY476,Cabang Pontianak,10,Pensiunan,>50jt,Individual,5,True,False,True,True,False,False,4,1947148.09,44061102.4,47119177.59,1402540356.42,2468231.24,64,10,3,133,16,18,51,0,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.9428,False,LOW,0.1431,LOW_TRANSACTION_COUNT,Upgrade Digital Banking,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,534,BAD,0.0915,LOW,KPR,None,-0.014128,109.339599,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002783,2026-06-01,>65,M,Bekasi,Bekasi,BXY321,Cabang Bekasi Barat,231,UMKM,10-25jt,SME,4,True,False,True,True,True,True,3,31765049.53,29864090.38,28467119.27,50509484.54,9418504.64,36,19,4,48,73,8,33,8,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7637,False,LOW,0.1449,MATURED_DEPOSIT,Payroll Bundle,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,574,POOR,0.2395,LOW,KTA,Passive,-6.26249,106.954777,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002784,2026-06-01,56-65,M,Jakarta Barat,Jakarta Barat,BXY347,Cabang Jakarta Barat,134,UMKM,<5jt,SME,6,True,True,True,True,False,False,5,17493374.64,23433613.0,23011962.97,38446313.99,1032790.7,17,0,6,51,34,18,15,6,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6453,False,LOW,0.0,LOW_ACTIVITY,Loan Restructure Outreach,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,530,BAD,0.0926,LOW,KPR,None,-6.173682,106.75857,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002785,2026-06-01,56-65,F,Jember,Jember,BXY242,Cabang Jember,215,Pensiunan,<5jt,Individual,4,True,False,True,True,False,False,1,4645557.94,41756411.3,40659572.5,53650508.24,2883326.03,54,13,6,13,84,7,3,7,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.969,False,LOW,0.0448,NO_DIGITAL_LOGIN,SME Advisory,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,678,FAIR,0.021,LOW,KPR,None,-8.203665,113.644759,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002786,2026-06-01,18-25,M,Gresik,Gresik,BXY625,Cabang Gresik,220,Profesional,>50jt,Individual,6,True,False,True,True,False,False,1,18020245.28,26474480.84,25730260.07,19687908.66,9197322.35,2,346,0,3,4,2,50,0,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.9298,True,HIGH,1.0,LOW_TRANSACTION_COUNT,Reaktivasi Dormant,Call Center,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,425,BAD,0.8954,HIGH,KKB,None,-7.161441,112.676925,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002787,2026-06-01,36-45,M,Banyuwangi,Banyuwangi,BXY883,Cabang Banyuwangi,123,Profesional,25-50jt,SME,5,True,False,True,True,False,False,4,23741377.92,37090588.91,37950695.16,343939956.97,429975.97,46,12,4,76,33,4,59,10,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.736,False,LOW,0.1744,LOW_ACTIVITY,Upgrade Digital Banking,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,649,POOR,0.1002,LOW,KPR,None,-8.232314,114.368734,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002788,2026-06-01,36-45,M,Banjarmasin,Banjarmasin,BXY149,Cabang Banjarmasin,136,Pelajar,<5jt,SME,5,True,False,True,True,False,False,4,22799727.44,31392571.14,38783600.48,86029262.6,5150108.41,14,1,5,39,17,3,12,7,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6797,False,LOW,0.0367,NO_DIGITAL_LOGIN,Loan Restructure Outreach,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,666,FAIR,0.108,LOW,KTA,None,-3.284246,114.568035,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002789,2026-06-01,26-35,F,Gresik,Gresik,BXY984,Cabang Gresik,28,UMKM,>50jt,Individual,4,True,False,True,True,True,True,2,32580821.84,34711357.46,36423600.1,394102485.22,10828554.82,53,10,6,14,40,2,46,10,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.666,False,LOW,0.072,BALANCE_DECLINE,Payroll Bundle,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,671,FAIR,0.0615,LOW,KTA,Passive,-7.192825,112.614217,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002790,2026-06-01,18-25,M,Jakarta Pusat,Jakarta Pusat,BXY558,Cabang Jakarta Pusat,131,Pensiunan,<5jt,SME,3,True,False,True,True,False,False,2,1668934.78,4742719.65,5574768.45,644451063.92,12182304.03,13,5,3,6,39,11,38,9,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.7872,False,LOW,0.1946,MATURED_DEPOSIT,Upgrade Digital Banking,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,638,POOR,0.2776,LOW,KPR,None,-6.219279,106.866631,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002791,2026-06-01,36-45,M,Ambon,Ambon,BXY298,Cabang Ambon,178,Wiraswasta,25-50jt,SME,4,True,False,True,True,False,False,3,182101752.28,878793893.83,919168294.91,40642284.62,933238.68,51,21,5,134,112,8,36,9,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.9605,False,LOW,0.043,NORMAL_ACTIVITY,Cross-sell Deposito,Branch Outreach,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,734,FAIR,0.0602,LOW,KTA,None,-3.662355,128.175463,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002792,2026-06-01,56-65,M,Kediri,Kediri,BXY310,Cabang Kediri,23,Petani/Nelayan,>50jt,SME,4,True,False,True,True,False,False,5,2341144.95,29106334.57,28568365.67,42951210.63,9613954.25,39,9,6,69,84,6,53,4,Payroll Customer,Nasabah payroll aktif,0.6212,False,LOW,0.0287,NO_DIGITAL_LOGIN,Payroll Bundle,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,674,FAIR,0.0017,LOW,KKB,None,-7.852704,112.052577,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002793,2026-06-01,18-25,F,Jakarta Pusat,Jakarta Pusat,BXY345,Cabang Jakarta Pusat,67,Wiraswasta,5-10jt,SME,1,True,True,True,True,True,True,1,14780909.93,65612921.84,64451486.14,53325144.33,205697.48,115,13,4,54,65,57,14,1,Digital Active,Nasabah aktif di channel digital,0.948,False,LOW,0.1732,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,624,POOR,0.0898,LOW,KPR,Active,-6.184935,106.786695,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002794,2026-06-01,56-65,F,Malang,Malang,BXY794,Cabang Malang Kawi,3,Pensiunan,>50jt,SME,2,True,False,True,True,True,True,4,15293548.54,46193238.85,46097736.4,86199728.48,9478393.65,48,12,3,5,69,16,4,12,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7869,False,LOW,0.2192,NORMAL_ACTIVITY,Upgrade Digital Banking,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,738,FAIR,0.2957,LOW,KPR,Passive,-7.943802,112.631655,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002795,2026-06-01,18-25,M,Ambon,Ambon,BXY574,Cabang Ambon,64,Pelajar,25-50jt,Individual,4,True,False,False,True,True,True,1,1346500.97,341877.97,333528.03,85604548.9,10240941.21,3,300,2,4,6,2,26,6,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.7939,True,HIGH,0.9695,LOW_TRANSACTION_COUNT,Reaktivasi Dormant,SMS Campaign,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,362,BAD,0.8544,HIGH,KKB,Passive,-3.728135,128.227293,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002796,2026-06-01,36-45,M,Medan,Medan,BXY914,Cabang Medan Gatsu,169,Pensiunan,10-25jt,Individual,5,True,False,True,True,True,True,5,7713044.59,28897762.15,30765843.02,96638680.0,9672017.63,71,3,3,46,135,7,22,0,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.9186,False,LOW,0.2032,NORMAL_ACTIVITY,Upgrade Digital Banking,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,540,BAD,0.1248,LOW,KTA,Passive,3.572111,98.706452,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002797,2026-06-01,18-25,F,Banda Aceh,Banda Aceh,BXY849,Cabang Banda Aceh,165,UMKM,<5jt,SME,6,True,True,False,True,True,True,5,180660756.35,2159184.32,2509229.38,523024842.12,2378521.26,31,0,6,83,37,18,8,2,SME Owner,Nasabah pemilik usaha kecil dan menengah,0.6483,False,LOW,0.0,BALANCE_DECLINE,Reaktivasi Dormant,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,545,BAD,0.028,LOW,KTA,Passive,5.570042,95.33403,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002798,2026-06-01,46-55,F,Medan,Medan,BXY363,Cabang Medan Gatsu,206,UMKM,<5jt,SME,4,True,False,True,True,True,True,4,1552289.13,25927870.26,24959633.68,26884109.43,14603094.24,6,284,0,4,10,3,21,0,Dormant Risk,Nasabah dengan aktivitas rendah dan risiko dormant,0.6158,True,HIGH,0.737,LOW_TRANSACTION_COUNT,Reaktivasi Dormant,Call Center,Hubungi nasabah untuk reaktivasi transaksi dan penawaran campaign personal.,379,BAD,0.8109,HIGH,KKB,Passive,3.580374,98.628068,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002799,2026-06-01,26-35,M,Jakarta Selatan,Jakarta Selatan,BXY215,Cabang Sudirman,26,UMKM,25-50jt,SME,5,True,True,True,True,True,True,1,137236385.21,49796267.64,58080937.7,924000902.13,12120299.46,7,13,3,12,9,15,46,9,SME Owner,Nasabah pemilik usaha kecil dan menengah,0.8586,False,LOW,0.2033,LOW_ACTIVITY,Payroll Bundle,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,649,POOR,0.1132,LOW,KTA,Passive,-6.291703,106.785691,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002800,2026-06-01,18-25,F,Surabaya,Surabaya,BXY117,Cabang Basuki Rahmat,120,Wiraswasta,25-50jt,Individual,3,True,False,True,True,False,False,5,14260322.72,55284286.82,56895039.97,20921144.7,9547406.57,23,12,3,38,34,10,26,5,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.9163,False,LOW,0.162,MATURED_DEPOSIT,Cross-sell Deposito,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,627,POOR,0.1981,LOW,KKB,None,-7.233669,112.759453,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002801,2026-06-01,56-65,M,Semarang,Semarang,BXY978,Cabang Semarang Siliwangi,75,Profesional,25-50jt,Individual,5,True,True,True,True,False,False,5,34490766.51,39334209.95,38313775.86,84889520.11,2333870.05,55,17,3,103,145,4,41,1,Payroll Customer,Nasabah payroll aktif,0.6416,False,LOW,0.1821,LOW_TRANSACTION_COUNT,Payroll Bundle,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,713,FAIR,0.1439,LOW,KKB,None,-6.984242,110.453456,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002802,2026-06-01,18-25,M,Ambon,Ambon,BXY642,Cabang Ambon,8,Profesional,10-25jt,Individual,3,True,False,True,False,True,False,4,30923063.71,34301704.66,39045530.05,6058159.85,643042.17,56,10,4,14,137,11,40,3,Payroll Customer,Nasabah payroll aktif,0.7293,False,LOW,0.1206,MATURED_DEPOSIT,SME Advisory,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,681,FAIR,0.2259,LOW,None,Passive,-3.687258,128.13912,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002803,2026-06-01,18-25,F,Batam,Batam,BXY764,Cabang Batam,212,Pegawai,<5jt,SME,2,True,False,True,True,True,False,2,9884024.76,4544929.25,5047012.58,37839009.36,11788591.42,13,0,3,6,24,3,59,1,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7823,False,LOW,0.1556,BALANCE_DECLINE,Reaktivasi Dormant,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,606,POOR,0.1337,LOW,KPR,Passive,1.08132,104.052422,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002804,2026-06-01,46-55,M,Kediri,Kediri,BXY545,Cabang Kediri,206,Pensiunan,>50jt,SME,2,True,True,True,True,True,False,1,29276524.92,24360178.63,24633955.09,58070059.06,13001449.08,38,19,6,84,42,13,25,4,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8748,False,LOW,0.0684,BALANCE_DECLINE,Loan Restructure Outreach,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,668,FAIR,0.0456,LOW,KKB,Passive,-7.826143,111.975103,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002805,2026-06-01,>65,M,Jakarta Pusat,Jakarta Pusat,BXY366,Cabang Jakarta Pusat,184,Petani/Nelayan,>50jt,Individual,1,True,False,True,True,True,True,4,28803085.25,53419177.14,58229702.32,65453532.28,5756958.27,73,24,5,53,136,3,44,7,Payroll Customer,Nasabah payroll aktif,0.9731,False,LOW,0.1447,MATURED_DEPOSIT,Loan Restructure Outreach,Call Center,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,792,GOOD,0.0534,LOW,KTA,Passive,-6.217715,106.865936,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002806,2026-06-01,26-35,M,Kediri,Kediri,BXY533,Cabang Kediri,228,Profesional,>50jt,SME,4,True,False,True,True,True,True,5,18078255.25,43755219.82,48665362.74,96331237.64,9175698.86,56,15,6,16,118,5,52,6,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.8176,False,LOW,0.0165,LOW_ACTIVITY,SME Advisory,Mobile Banking,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,679,FAIR,0.068,LOW,KTA,Passive,-7.814461,112.024113,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002807,2026-06-01,26-35,F,Bandung,Bandung,BXY317,Cabang Bandung Braga,32,Profesional,25-50jt,Individual,5,True,False,True,True,False,False,4,4360220.62,38917806.72,46183078.1,74293516.2,11492407.62,38,18,6,85,55,18,9,0,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.6985,False,LOW,0.0395,BALANCE_DECLINE,Cross-sell Deposito,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,525,BAD,0.0202,LOW,KTA,None,-6.965001,107.599245,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002808,2026-06-01,56-65,F,Yogyakarta,Yogyakarta,BXY979,Cabang Yogyakarta Malioboro,16,Wiraswasta,25-50jt,SME,6,True,False,True,False,False,False,5,91205135.43,673870313.64,665831887.03,6576284.53,8324153.02,66,20,4,40,130,19,36,12,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.9331,False,LOW,0.0938,NORMAL_ACTIVITY,Cross-sell Deposito,Branch Outreach,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,809,GOOD,0.0484,LOW,None,None,-7.824922,110.323341,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002809,2026-06-01,56-65,M,Medan,Medan,BXY161,Cabang Medan Sudirman,85,Pelajar,5-10jt,Individual,5,True,False,True,False,True,False,4,8559097.68,67087552.81,65119695.55,138645.55,4338546.83,121,18,6,20,228,187,49,1,Digital Active,Nasabah aktif di channel digital,0.8066,False,LOW,0.0931,NORMAL_ACTIVITY,Upgrade Digital Banking,Mobile Banking,Dorong penggunaan fitur digital dan transaksi rutin.,601,POOR,0.0,LOW,None,Active,3.616148,98.652483,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002810,2026-06-01,18-25,M,Banyuwangi,Banyuwangi,BXY775,Cabang Banyuwangi,195,Pelajar,10-25jt,Individual,6,True,False,True,True,True,True,5,16823090.49,41019807.62,39843272.29,24118555.71,9684748.84,55,8,6,54,19,15,53,1,Payroll Customer,Nasabah payroll aktif,0.827,False,LOW,0.0,NO_DIGITAL_LOGIN,Loan Restructure Outreach,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,625,POOR,0.128,LOW,KPR,Passive,-8.173573,114.404274,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002811,2026-06-01,>65,F,Palembang,Palembang,BXY742,Cabang Palembang,231,Pegawai,<5jt,SME,4,True,False,True,False,False,False,4,29511368.55,23627003.13,26736971.49,9161533.46,12176116.56,52,12,5,88,100,13,43,9,Payroll Customer,Nasabah payroll aktif,0.8358,False,LOW,0.0965,NORMAL_ACTIVITY,Payroll Bundle,SMS Campaign,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,747,FAIR,0.0975,LOW,None,None,-2.994035,104.796383,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002812,2026-06-01,56-65,M,Tangerang,Tangerang,BXY886,Cabang Tangerang,38,Pensiunan,10-25jt,Individual,2,True,False,True,True,False,False,1,27025528.62,29232455.88,29479503.54,65264297.31,7414931.57,30,24,3,28,54,6,47,5,Mass Retail,Nasabah retail umum dengan transaksi reguler,0.7607,False,LOW,0.2531,BALANCE_DECLINE,Cross-sell Deposito,Branch Outreach,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,503,BAD,0.2817,LOW,KPR,None,-6.169739,106.664926,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002813,2026-06-01,36-45,M,Ambon,Ambon,BXY798,Cabang Ambon,202,Pelajar,10-25jt,Individual,3,True,True,True,False,True,True,2,359095285.26,363039635.31,397252478.54,4574076.99,14645847.07,75,3,5,223,44,1,21,9,Affluent Depositor,Nasabah saldo tinggi dengan kepemilikan deposito kuat,0.5953,False,LOW,0.1551,NORMAL_ACTIVITY,Cross-sell Deposito,Relationship Manager,Tawarkan produk deposito atau wealth bundling sesuai profil saldo.,702,FAIR,0.2247,LOW,None,Passive,-3.684919,128.211779,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
CUST000002814,2026-06-01,18-25,M,Pontianak,Pontianak,BXY899,Cabang Pontianak,149,Petani/Nelayan,10-25jt,Individual,5,True,False,True,True,False,False,3,27157086.46,17575573.28,19054389.24,405725863.33,355145.43,64,7,6,180,28,8,25,1,Credit Heavy,Nasabah dengan eksposur pinjaman tinggi,0.9602,False,LOW,0.0503,LOW_ACTIVITY,Loan Restructure Outreach,Relationship Manager,Lakukan engagement sesuai segmentasi dan perilaku transaksi.,526,BAD,0.1719,LOW,KKB,None,-0.029255,109.370077,segmentation-kmeans-v2,dormant-xgboost-v2,2026-06-24 14:40:48
